activity_id	case_id	timeline_dt	fk_d_vessel	vessel_id	vin	vessel_name	vessel_service	vessel_class	vessel_type	vessel_subtype	flag_desc	vessel_activity_role_desc	waterway_name	event_type	event_class	event_subclass	damage_status	latitude	longitude
1667060	90580	2002-08-26 12:05:00.0000000	8699948	53165	641804	KEYSTONE TEXAS	Tank Ship	Tank Ship	Petroleum Oil Tank Ship	Oil Products Tank Ship	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Partial Reduction		Undamaged	32.883333333333300	-79.966666666666700
90533		2001-07-05 19:56:00.0000000	9458828	10984		FORT SUMTER	Industrial Vessel	Miscellaneous Vessel	Pilot Vessel	General	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Partial Reduction		Damaged	32.728332000000000	-79.828332000000000
134742	86467	2001-12-07 19:40:00.0000000	8866611	52663	603306	PENN NO. 410	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Involved in a Marine Casualty		Allision	Astern	Partial Control	Damaged	33.914290000000000	-78.013500000000000
3467091	450553	2009-04-25 10:15:00.0000000	9052663	297911	925533	CONTINENTAL SHELF	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	BEAUFORT INLET	Material Failure (Vessels)			Undamaged	34.700740000000000	-76.676760000000000
1479004	84603	2002-01-15 09:16:00.0000000	0			CG47258	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	Transiting Vicinity of Primary Subject		Emergency Response	Search and Rescue	Search Successful - Rescue successful	Undamaged	35.773833333333300	-75.572666666666700
1481292	84726	2002-01-19 10:55:00.0000000	9361191	388436		USNS IMPECCABLE	Public Vessel, Unclassified	Warship	Special Operations Craft	General	UNITED STATES	Involved in a Marine Casualty		Flooding	Initial - damage control measures in place		Damaged	36.425000000000000	-74.613333333333300
1481292	84726	2002-01-19 10:55:00.0000000	9361191	388436		USNS IMPECCABLE	Public Vessel, Unclassified	Warship	Special Operations Craft	General	UNITED STATES	Involved in a Marine Casualty		Material Failure (Vessels)			Damaged	36.425000000000000	-74.613333333333300
1491012		2001-11-22 15:17:00.0000000	0			LULA BELL	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	Involved in a Marine Casualty		Sinking	Damage Control Efforts Possible	Damage Control not attempted	Total Constructive Loss: Salvaged	33.866944500000000	-78.600833333333300
1491012		2001-11-22 15:17:00.0000000	0			FISH SCREAMER	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	Involved in a Marine Casualty		Sinking	Damage Control Efforts Possible	Damage Control not attempted	Damaged	33.866944500000000	-78.600833333333300
83498		2001-07-24 06:00:00.0000000	9078240	338672	955387	ROCK'N ROLL	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Involved in a Marine Casualty		Damage to the Environment			Actual Total Loss	33.865000000000000	-78.639999000000000
83498		2001-07-24 06:00:00.0000000	5937992	35466	OH4323CM	THE JACKPOT	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Involved in a Marine Casualty		Damage to the Environment	Oil Discharge		Actual Total Loss	33.865000000000000	-78.639999000000000
83498		2001-07-24 06:00:00.0000000	8479676	281863	CCNYB188A6	LAST DRAW	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Involved in a Marine Casualty		Damage to the Environment	Oil Discharge		Actual Total Loss	33.865000000000000	-78.639999000000000
44466		2001-11-10 16:55:00.0000000	9052634	297873		ESTHER GALE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Bandit Rigged	UNITED STATES	Involved in a Marine Casualty		Flooding	Initial - out of control		Undamaged	35.195000000000000	-75.741666666666700
83498		2001-07-24 06:00:00.0000000	9146834	471510	1064061	SWEET DREAMS	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Involved in a Marine Casualty		Damage to the Environment			Actual Total Loss	33.865000000000000	-78.639999000000000
2381582	232381	2005-05-25 04:40:00.0000000	9170732	563794	1126556	ROMANTICA	Passenger (More Than 6)	Passenger Ship	Harbor Cruise Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Abandonment	Precautionary		Damaged	32.095500000000000	-80.022333333333300
2381582	232381	2005-05-25 01:30:01.0000000	9170732	563794	1126556	ROMANTICA	Passenger (More Than 6)	Passenger Ship	Harbor Cruise Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Flooding	Initial - damage control measures in place		Damaged	32.095500000000000	-80.022333333333300
2381582	232381	2005-05-25 03:10:00.0000000	9170732	563794	1126556	ROMANTICA	Passenger (More Than 6)	Passenger Ship	Harbor Cruise Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Material Failure (Vessels)			Damaged	32.095500000000000	-80.022333333333300
2381582	232381	2005-05-25 01:30:00.0000000	9170732	563794	1126556	ROMANTICA	Passenger (More Than 6)	Passenger Ship	Harbor Cruise Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Material Failure (Vessels)			Damaged	32.095500000000000	-80.022333333333300
2381582	232381	2005-05-25 02:20:00.0000000	9170732	563794	1126556	ROMANTICA	Passenger (More Than 6)	Passenger Ship	Harbor Cruise Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Material Failure (Vessels)			Damaged	32.095500000000000	-80.022333333333300
83498		2001-07-24 05:35:00.0000000	8494401	301550	CG008900	WHAT NEXT	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Involved in a Marine Casualty		Damage to the Environment			Actual Total Loss	33.865000000000000	-78.639999000000000
52171		2001-10-23 15:15:00.0000000	6379281	476756	9172715	NARIVA	Tank Ship	Tank Ship	Chemical Tank Ship	General	BAHAMAS, THE	Involved in a Marine Casualty		Allision			Undamaged	34.258333000000000	-77.941666000000000
177115	42816	2001-08-10 10:01:00.0000000	9145596	469369		SPIRIT OF CAROLINA	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Partial Reduction		Undamaged	32.793333000000000	-79.878332000000000
177115	42816	2001-08-10 10:00:00.0000000	9145596	469369		SPIRIT OF CAROLINA	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Material Failure (Vessels)			Undamaged	32.793333000000000	-79.878332000000000
187665		2001-09-05 09:50:00.0000000	8309549	69665	266400	ROBERT B. TURECAMO	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty		Damage to the Environment			Undamaged	32.848333000000000	-79.936666000000000
73093		2001-11-22 09:52:00.0000000	8425146	201112	640059	LULA BELL	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Damage to the Environment			Undamaged	33.868332000000000	-78.605000000000000
73093		2001-11-22 09:52:00.0000000	8425146	201112	640059	LULA BELL	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Sinking			Undamaged	33.868332000000000	-78.605000000000000
3463590	406987	2009-04-27 00:30:00.0000000	6907161	1005020	FRR01708E686	UNREGISTERED 28 FT BAHA CRUISER	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	ALBEMARLE SOUND	Sinking	Damage Control Efforts Not Possible		Damaged	35.972210000000000	-75.979810000000000
160818		2001-10-03 19:40:00.0000000	8977727	189144	626468	LADY MADELINE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Sinking	Damage Control Efforts Not Possible		Total Constructive Loss: Unsalvaged	33.639999000000000	-76.819999000000000
160818		2001-10-03 19:30:00.0000000	8977727	189144	626468	LADY MADELINE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Explosion			Total Constructive Loss: Unsalvaged	33.639999000000000	-76.819999000000000
160818		2001-10-03 19:31:00.0000000	8977727	189144	626468	LADY MADELINE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Fire	Initial - out of control		Total Constructive Loss: Unsalvaged	33.639999000000000	-76.819999000000000
160818		2001-10-03 19:32:00.0000000	8977727	189144	626468	LADY MADELINE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Abandonment			Total Constructive Loss: Unsalvaged	33.639999000000000	-76.819999000000000
45017	83190	2001-07-14 16:00:00.0000000	8897354	90330	504799	LONG BRANCH	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Flooding			Total Constructive Loss: Salvaged	32.016666000000000	-80.989999000000000
45017	83190	2001-07-14 16:00:00.0000000	8897354	90330	504799	LONG BRANCH	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Sinking			Total Constructive Loss: Salvaged	32.016666000000000	-80.989999000000000
45017	83190	2001-07-14 14:51:00.0000000	8897354	90330	504799	LONG BRANCH	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Flooding	Progressive - out of control		Total Constructive Loss: Salvaged	32.016666000000000	-80.989999000000000
24916	83075	2001-09-04 22:00:00.0000000	8286373	42623	260861	SUN STATE NO. 6	Freight Barge	Barge	General	General	UNITED STATES	Involved in a Marine Casualty		Grounding	Unmarked Waterway	Subject vessel controlled by Other Vessel (barges/tows)	Total Constructive Loss: Salvaged	32.309300000000000	-80.732683333333300
1491750	84603	2002-01-15 09:15:00.0000000	8977750	189172		CAPT. FELLA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Trawler, Stern	UNITED STATES	Involved in a Marine Casualty		Emergency Response	Salvage		Undamaged	35.773833333333300	-75.572833333333300
1491750	84603	2002-01-15 09:15:00.0000000	9299341	149037		RICHARD WAYNE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Emergency Response	Salvage		Undamaged	35.773833333333300	-75.572833333333300
45017	83190	2001-07-14 16:00:00.0000000	8897354	90330	504799	LONG BRANCH	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Damage to the Environment			Total Constructive Loss: Salvaged	32.016666000000000	-80.989999000000000
105649		2001-10-29 10:00:00.0000000	8478025	279299	695901	LYKES EXPLORER	Freight Ship	General Dry Cargo Ship	Container Ship	General	UNITED STATES	Involved in a Marine Investigation (non-casualty)		Damage to the Environment	HAZMAT Release		Undamaged	32.763333000000000	-79.876666000000000
73093		2001-11-22 09:52:00.0000000	9314054	355900	CG030026	FISH SCREAMER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Sinking			Undamaged	33.868332000000000	-78.605000000000000
2655		2001-11-01 19:17:00.0000000	9306812	253856		SUNCRUZ VII	Passenger (Inspected)	Passenger Ship	Gaming Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Partial Reduction		Damaged	33.833333000000000	-78.550000000000000
2655		2001-11-01 18:56:00.0000000	9306812	253856		SUNCRUZ VII	Passenger (Inspected)	Passenger Ship	Gaming Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Material Failure (Vessels)			Damaged	33.833333000000000	-78.550000000000000
3464511	450124	2009-04-03 00:00:00.0000000	8989359	203640	643072	MORGAN REINAUER	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Material Failure (Vessels)			Undamaged	32.183583333333300	-79.319266666666700
1758242	109849	2003-03-15 05:30:00.0000000	8436753	215080	656813	ROBIN	Passenger (More Than 6)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Acknowledged Pollution Source	NEW TOPSAIL INLET	Damage to the Environment	Gas Release		Damaged	34.349162000000000	-77.657010000000000
1758242	109849	2003-03-15 09:19:00.0000000	8436753	215080	656813	ROBIN	Passenger (More Than 6)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Acknowledged Pollution Source	NEW TOPSAIL INLET	Capsize			Damaged	34.349162000000000	-77.657010000000000
1757780		2003-03-15 09:00:00.0000000	6514216	611767	SC 1172 BF	YDT-6	Research Vessel	Research Ship	Oceanographic	General	UNITED STATES	Involved in a Marine Casualty	Charleston Harbor	Sinking	Damage Control Efforts Possible	Damage Control Attempted	Damaged	32.783333333333300	-79.933333333333300
1756214	109349	2003-03-07 20:45:00.0000000	8441796	226286	679513	PFC. JAMES ANDERSON, JR.	Freight Ship	Ro-Ro Cargo Ship	Ro-Ro/Container	General	UNITED STATES	Involved in a Marine Casualty	Charleston Harbor	Vessel Maneuverability	Total Loss		Damaged	32.783333333333300	-79.933333333333300
1752419	108234	2003-02-26 08:51:00.0000000	9060674	311265	CG011365	ENDEAVOUR	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	United States of America	Subject to Coast Guard Operational Control	WEST BAY	Material Failure (Vessels)			Damaged	35.188860000000000	-76.576810000000000
1485407	84030	2001-12-12 10:00:00.0000000	6414435	511934	CG511934	RIVERWOOD BARGE	Industrial Vessel	Barge	Industrial Barge	Derrick/Crane Barge	UNITED STATES	Acknowledged Pollution Source		Sinking	Damage Control Efforts Not Possible		Damaged	34.251666666666700	-77.984166666666700
1485407	84030	2001-12-12 10:26:00.0000000	6414435	511934	CG511934	RIVERWOOD BARGE	Industrial Vessel	Barge	Industrial Barge	Derrick/Crane Barge	UNITED STATES	Acknowledged Pollution Source		Damage to the Environment	Oil Discharge	Cargo	Damaged	34.251666666666700	-77.984166666666700
1790007		2003-04-23 09:26:00.0000000	8458015	251210	665787	SEA-LAND QUALITY	Freight Ship	General Dry Cargo Ship	Container Ship	General Cargo/Container	UNITED STATES	Involved in a Marine Casualty	CHARLESTON HARBOR ENTRANCE CHANNEL	Loss of Electrical Power	Total Loss		Damaged	32.739150000000000	-79.845350000000000
3466842	450351	2009-05-02 13:00:00.0000000	6769066	866712	NC1814DH	NC1814DH	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	ALBEMARLE SOUND	Sinking	Damage Control Efforts Not Possible		Damaged	35.972210000000000	-75.979810000000000
1481668		2002-01-26 15:10:00.0000000	9484730	136671		GALLANT FOX	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Total Loss		Damaged	35.773583333333300	-75.581333333333300
1719540	100951	2002-12-02 14:30:00.0000000	0		633432	kelly ann	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Longliner	UNITED STATES OF AMERICA	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Vessel Maneuverability	Other loss		Damaged	32.664510000000000	-79.688830000000000
1759157	110026	2003-03-16 18:36:00.0000000	8441796	226286	679513	PFC. JAMES ANDERSON, JR.	Freight Ship	Ro-Ro Cargo Ship	Ro-Ro/Container	General	UNITED STATES	Involved in a Marine Casualty	Charleston Harbor	Vessel Maneuverability	Other loss		Damaged	32.783333333333300	-79.933333333333300
3477595	452340	2009-05-17 18:02:00.0000000	9408314	306170	928441	CARTERET	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	BIG FOOT SLOUGH CHANNEL	Material Failure (Vessels)			Undamaged	35.107100000000000	-75.991320000000000
1753935	108928	2003-02-26 16:36:00.0000000	6445636	543145	NC7905CM	NC 7905 CM	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Trawler, Side	UNITED STATES	Involved in a Marine Casualty	WEST BAY	Sinking	Damage Control Efforts Not Possible		Damaged	35.188860000000000	-76.576810000000000
1794033	116683	2003-05-15 06:53:00.0000000	9004341	229224	667145	BLUE BOY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	CHARLESTON HARBOR	Flooding	Initial - out of control		Damaged	32.759740000000000	-79.918850000000000
3478010	452450	2009-02-22 09:25:00.0000000	9407867	45080	501195	PAMLICO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Loss of Electrical Power	Partial Reduction		Undamaged	35.263850000000000	-75.934680000000000
1762741	110754	2003-03-23 14:44:00.0000000	9034528	271677	900767	LADY FAYE	Passenger (More Than 6)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	ATLANTIC INTRACOASTAL ACCESS	Flooding	Initial - damage control measures in place		Undamaged	34.716930000000000	-76.724210000000000
1859873	132260	2003-07-25 20:00:00.0000000	8865938	51459	562687	CAROLINA  CLIPPER	Passenger (More Than 6)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	United States of America	Involved in a Marine Casualty	CHARLESTON HARBOR ENTRANCE CHANNEL	Vessel Maneuverability	Partial Reduction		Undamaged	32.739150000000000	-79.845350000000000
1799605		2003-05-23 06:00:00.0000000	9294435	48717	572919	BLUE WATER PRINCESS, BLUEFIN II, BLUEWATER PRINCES	Passenger (More Than 6)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	United States of America	Involved in a Marine Casualty	OAK ISLAND CHANNEL	Flooding	Progressive - out of control		Total Constructive Loss: Salvaged	33.901570000000000	-78.016650000000000
